ID,crop name,month,year,CorpId,climate,Latitude,Longitude,Pressure, Wind NE, Wind SW
EP061965,maize,september,2015,45, TS,31.2N,134.2W,1009,0,0
EP061965,maize,october,2015,45, TS,30.9N,134.7W,1009,0,0
EP061965,maize,november,2015,45, TS,30.5N,135.4W,1009,0,0
EP061965,maize,december,2015,45, TS,30.1N,136.1W,1009,0,0
EP061965,maize,january,2015,45, TS,29.5N,137.2W,1009,0,0
EP061965,maize,february,2015,45, TS,29.0N,138.3W,1009,0,0
EP061965,jute,march,2015,45, TS,28.6N,139.2W,1009,0,0
EP061965,jute,april,2015,45, TS,28.5N,140.0W,1009,0,0
EP061965,jute,may,2015,45, TS,28.7N,140.4W,1010,0,0
EP061965,jute,june,2015,45, TS,29.1N,140.6W,1010,0,0
EP071965,jute,july,2015,45, TS,17.0N,108.4W,1010,0,0
EP071965,jute,august,2015,45, TS,18.0N,108.8W,1010,0,0
EP071965,jute,september,2015,45, TS,18.9N,109.1W,1010,0,0
EP071965,jute,october,2015,45, TS,19.8N,109.2W,1010,0,0
EP071965,jute,november,2015,45, TS,20.6N,109.3W,1011,0,0
EP071965,jute,december,2015,45, TS,21.3N,109.5W,1011,0,0
EP071965,jute,january,2015,80, HU,22.0N,110.0W,1011,0,0
EP071965,jute,february,2015,75, HU,22.7N,110.9W,1010,0,0
EP071965,jute,march,2015,75, HU,23.3N,111.8W,1010,0,0
EP071965,jute,april,2015,75, HU,23.7N,112.5W,1010,0,0
EP071965,jute,may,2015,45, TS,24.1N,113.1W,1010,0,0
EP071965,jute,june,2015,45, TS,24.6N,113.7W,1010,0,0
EP071965,jute,july,2015,45, TS,25.0N,114.2W,1010,0,0
EP071965,jute,august,2015,45, TS,25.2N,114.7W,1010,0,0
EP071965,jute,september,2015,45, TS,25.3N,115.0W,1010,0,0
EP071965,jute,october,2015,45, TS,25.6N,115.2W,1009,0,0
EP071965,jute,november,2015,45, TS,26.0N,115.5W,1009,0,0
EP071965,jute,december,2015,25, TD,26.3N,115.7W,1009,0,0
EP071965,jute,january,2015,25, TD,26.6N,116.0W,1009,0,0
EP071965,jute,february,2015,25, TD,27.0N,116.3W,1009,0,0
EP071965,jute,march,2015,25, TD,27.5N,116.6W,1009,0,0
EP071965,wheat,april,2015,25, TD,27.8N,116.7W,1009,0,0
EP071965,wheat,may,2015,25, TD,28.2N,116.8W,1009,0,0
EP071965,wheat,june,2015,25, ET,28.6N,116.9W,1009,0,0
EP071965,wheat,july,2015,25, ET,29.0N,117.0W,1009,0,0
EP071965,wheat,august,2015,25, ET,29.8N,117.1W,1009,0,0
EP071965,wheat,september,2015,25, ET,30.2N,117.1W,1009,0,0
EP071965,wheat,october,2015,25, ET,30.9N,116.7W,1009,0,0
EP071965,wheat,november,2015,25, ET,31.5N,116.2W,1010,0,0
EP071965,wheat,december,2015,25, ET,32.0N,115.8W,1010,0,0
EP071965,wheat,january,2015,25, ET,32.5N,115.5W,1006,0,0
EP081965,wheat,february,2015,25, TD,16.2N,111.8W,1006,0,0
EP081965,wheat,march,2015,25, TD,16.3N,112.4W,1006,0,0
EP081965,wheat,april,2015,25, TD,16.4N,112.9W,1006,0,0
EP081965,wheat,may,2015,25, TD,16.7N,113.5W,1005,30,30
EP081965,wheat,june,2015,45, TS,16.9N,114.1W,1003,45,30
EP081965,wheat,july,2015,45, TS,17.1N,114.5W,1000,60,45
EP081965,wheat,august,2015,45, TS,17.2N,115.0W,1000,60,60
EP081965,wheat,september,2015,45, TS,17.3N,115.5W,1000,45,60
EP081965,wheat,october,2015,45, TS,17.5N,116.0W,996,60,60
EP081965,wheat,november,2015,45, TS,17.7N,116.4W,993,75,75
EP081965,wheat,december,2015,45, TS,17.9N,116.9W,990,75,60
EP081965,wheat,january,2015,45, TS,18.0N,117.5W,988,60,60
EP081965,wheat,february,2015,45, TS,18.1N,118.2W,987,60,75
EP081965,wheat,march,2015,45, TS,18.2N,118.7W,985,60,75
EP081965,wheat,april,2015,45, TS,18.3N,119.2W,980,90,75
EP081965,wheat,may,2015,25, TD,18.4N,119.8W,970,90,75
EP081965,wheat,june,2015,25, TD,18.6N,120.3W,960,100,90
EP081965,jute,july,2015,25, TD,18.8N,121.1W,952,120,120
EP081965,maize,august,2015,25, TD,19.0N,121.9W,945,110,110
EP081965,maize,september,2015,25, TD,19.2N,122.8W,948,90,100
EP081965,maize,october,2015,25, TD,19.3N,123.7W,954,100,100
EP081965,maize,november,2015,25, TD,19.3N,124.8W,960,110,100
EP081965,maize,december,2015,25, TD,19.2N,126.0W,973,120,90
EP081965,maize,january,2015,25, TD,19.4N,127.2W,973,120,90
EP081965,maize,february,2015,25, TD,19.7N,128.4W,973,120,90
EP081965,jute,march,2015,25, TD,20.1N,129.8W,970,120,90
EP081965,jute,april,2015,25, TD,20.6N,131.1W,968,120,100
EP081965,jute,may,2015,25, TD,21.2N,132.4W,960,120,100
EP081965,jute,june,2015,25, TD,21.8N,133.7W,953,120,100
EP081965,jute,july,2015,25, TD,22.4N,134.9W,954,120,100
EP081965,jute,august,2015,25, TD,23.0N,136.0W,956,110,125
EP091965,jute,september,2015,45, TS,12.0N,111.9W,957,110,125
EP091965,jute,october,2015,45, TS,12.1N,113.1W,961,110,125
EP091965,jute,november,2015,45, TS,12.1N,114.2W,964,90,125
EP091965,jute,december,2015,45, TS,12.1N,115.3W,975,75,125
EP091965,jute,january,2015,45, TS,12.2N,116.4W,978,75,125
EP091965,jute,february,2015,45, TS,12.4N,117.7W,995,0,0
EP091965,jute,march,2015,45, TS,12.7N,119.0W,1006,0,0
EP091965,jute,april,2015,45, TS,12.8N,120.1W,1006,0,0
EP091965,jute,may,2015,45, TS,12.9N,121.2W,1006,0,0
EP091965,jute,june,2015,45, TS,13.1N,122.1W,1005,30,40
EP091965,jute,july,2015,45, TS,13.4N,123.0W,1000,30,40
EP091965,jute,august,2015,45, TS,13.7N,123.6W,1000,30,40
EP091965,jute,september,2015,45, TS,13.9N,124.2W,1000,30,40
EP091965,jute,october,2015,45, TS,14.1N,124.7W,997,30,40
EP091965,jute,november,2015,45, TS,14.3N,125.2W,997,30,40
EP091965,jute,december,2015,45, TS,14.5N,125.6W,997,30,40
EP091965,jute,january,2015,45, TS,14.8N,126.0W,997,30,40
EP091965,jute,february,2015,45, TS,15.1N,126.4W,997,30,40
EP091965,jute,march,2015,45, TS,15.5N,126.9W,997,30,40
EP091965,wheat,april,2015,45, TS,15.9N,127.3W,1004,30,40
EP091965,wheat,may,2015,45, TS,16.4N,127.6W,1005,0,30
EP091965,wheat,june,2015,45, TS,16.9N,128.1W,1006,0,0
EP091965,wheat,july,2015,45, TS,17.4N,128.6W,1006,0,0
EP091965,wheat,august,2015,45, TS,17.8N,128.9W,1007,0,0
EP091965,wheat,september,2015,45, TS,18.1N,129.3W,1007,0,0
EP091965,wheat,october,2015,45, TS,18.5N,129.7W,1008,0,0
EP091965,wheat,november,2015,45, TS,19.0N,130.2W,1008,0,0
EP091965,wheat,december,2015,45, TS,19.5N,130.7W,1009,0,0
EP091965,wheat,january,2015,45, TS,20.0N,131.3W,1008,0,0
EP091965,wheat,february,2015,45, TS,20.2N,131.7W,1008,0,0
EP091965,wheat,march,2015,45, TS,20.4N,132.1W,1008,0,0
EP091965,wheat,april,2015,45, TS,20.7N,132.6W,1008,0,0
EP091965,wheat,may,2015,45, TS,21.0N,133.1W,1008,0,0
EP091965,wheat,june,2015,45, TS,21.2N,133.5W,1008,0,0
EP091965,wheat,july,2015,45, TS,21.4N,134.0W,1009,0,0
EP091965,wheat,august,2015,45, TS,21.7N,134.5W,1009,0,0
EP091965,wheat,september,2015,45, TS,22.0N,135.0W,1009,0,0
EP101965,wheat,october,2015,25, TD,19.0N,109.8W,1009,0,0
EP101965,wheat,november,2015,25, TD,19.3N,110.0W,1009,0,0
EP101965,wheat,december,2015,25, TD,19.7N,110.1W,1009,0,0
EP101965,wheat,january,2015,45, TS,20.1N,110.1W,1009,0,0
EP101965,wheat,february,2015,45, TS,20.6N,110.0W,1010,0,0
EP101965,wheat,march,2015,45, TS,21.3N,109.7W,1010,0,0
EP101965,wheat,april,2015,45, TS,21.9N,109.2W,1010,0,0
EP101965,wheat,may,2015,45, TS,22.3N,108.6W,1010,0,0
EP101965,wheat,june,2015,45, TS,22.5N,108.0W,1010,0,0
EP101965,jute,july,2015,45, TS,22.7N,107.4W,1007,0,0
EP101965,maize,august,2015,45, TS,22.9N,106.8W,1006,0,0
EP101965,maize,september,2015,45, ET,23.1N,106.1W,1005,25,25
EP101965,maize,october,2015,45, ET,23.4N,105.2W,1003,25,25
EP011966,maize,november,2015,25, TD,14.3N,100.2W,1003,25,25
EP011966,maize,december,2015,25, TD,14.6N,100.4W,1004,20,20
EP011966,maize,january,2015,25, TD,14.9N,100.6W,1004,20,20
EP011966,maize,february,2015,25, TD,15.1N,100.8W,1003,20,20
EP011966,jute,march,2015,25, TD,15.3N,101.0W,1003,20,20
EP011966,jute,april,2015,25, TD,15.4N,101.2W,1004,20,20
EP011966,jute,may,2015,45, TS,15.6N,101.4W,1005,0,0
EP011966,jute,june,2015,45, TS,15.8N,101.7W,1006,0,0
EP011966,jute,july,2015,45, TS,16.0N,102.1W,1005,0,0
EP011966,jute,august,2015,45, TS,16.1N,102.4W,1005,0,0
EP011966,jute,september,2015,45, TS,16.2N,102.6W,1005,0,0
EP011966,jute,october,2015,45, TS,16.3N,103.3W,1004,0,0
EP011966,jute,november,2015,75, HU,16.5N,103.9W,1003,0,0
EP011966,jute,december,2015,75, HU,16.7N,103.9W,1003,0,0
EP011966,jute,january,2015,75, HU,17.0N,103.8W,1003,0,0
EP011966,jute,february,2015,75, HU,17.5N,103.6W,1003,0,0
EP011966,jute,march,2015,75, HU,18.0N,103.4W,1001,30,30
EP011966,jute,april,2015,45, ET,18.3N,103.2W,998,30,40
EP011966,jute,may,2015,25, ET,18.4N,103.1W,997,30,45
EP021966,wheat,june,2015,45, TS,16.0N,116.0W,996,45,60
EP021966,wheat,july,2015,45, TS,16.4N,117.1W,993,45,60
EP021966,wheat,august,2015,45, TS,16.8N,118.2W,989,45,60
EP021966,wheat,september,2015,45, TS,17.4N,119.5W,984,60,60
EP021966,wheat,october,2015,45, TS,18.0N,120.8W,985,60,60
EP021966,wheat,november,2015,45, TS,18.6N,122.2W,988,60,60
EP021966,wheat,december,2015,45, TS,19.3N,123.6W,993,60,60
EP021966,wheat,january,2015,45, TS,19.8N,124.9W,997,50,50
EP021966,wheat,february,2015,75, HU,20.2N,126.2W,1001,0,0
EP021966,wheat,march,2015,75, HU,20.5N,127.7W,1006,0,0
EP021966,wheat,april,2015,75, HU,20.7N,129.2W,1002,60,45
EP021966,wheat,may,2015,45, TS,20.9N,130.5W,1000,60,45
EP021966,wheat,june,2015,45, TS,21.0N,131.8W,998,60,50
EP021966,wheat,july,2015,45, TS,21.0N,132.8W,998,60,60
EP021966,wheat,august,2015,45, TS,21.0N,133.9W,999,60,60
EP021966,wheat,september,2015,45, TS,21.1N,135.3W,1000,60,60
EP021966,jute,october,2015,45, TS,21.2N,136.7W,1001,60,40
EP021966,maize,november,2015,25, TD,21.5N,138.1W,1004,60,40
EP021966,maize,december,2015,25, TD,22.1N,139.4W,1005,0,0
EP021966,maize,january,2015,25, TD,22.9N,140.7W,1007,0,0
EP021966,maize,february,2015,25, TD,23.6N,142.0W,1007,0,0
EP021966,maize,march,2015,25, TD,24.0N,143.1W,1007,0,0
EP021966,maize,april,2015,25, TD,24.4N,144.2W,1007,0,0
EP021966,maize,may,2015,25, TD,24.8N,145.2W,1007,0,0
EP021966,jute,june,2015,25, TD,25.2N,146.3W,1007,0,0
EP021966,jute,july,2015,45, TS,25.5N,147.6W,1006,0,0
EP021966,jute,august,2015,45, TS,25.9N,149.1W,1006,0,0
EP021966,jute,september,2015,45, TS,26.5N,150.7W,1007,0,0
EP021966,jute,october,2015,45, TS,27.1N,152.3W,1008,0,0
EP021966,jute,november,2015,45, TS,27.7N,153.8W,1010,0,0
EP021966,jute,december,2015,45, TS,28.3N,155.2W,1010,0,0
EP021966,jute,january,2015,45, TS,29.5N,157.0W,1010,0,0
EP021966,jute,february,2015,45, TS,30.6N,158.9W,1010,0,0
EP021966,jute,march,2015,45, TS,30.9N,160.4W,1010,0,0
EP021966,jute,april,2015,45, TS,31.0N,162.0W,1007,0,0
EP021966,jute,may,2015,45, TS,31.0N,163.5W,1007,0,0
EP021966,jute,june,2015,45, TS,30.9N,165.0W,1004,45,45
EP031966,jute,july,2015,45, TS,14.0N,122.9W,1000,45,45
EP031966,jute,august,2015,45, TS,14.0N,123.6W,997,60,45
EP031966,jute,september,2015,45, TS,14.0N,124.3W,991,60,45
EP031966,jute,october,2015,45, TS,14.0N,124.9W,987,75,60
EP031966,jute,november,2015,45, TS,14.0N,125.6W,980,75,60
EP031966,jute,december,2015,45, TS,14.0N,126.4W,980,75,60
EP031966,jute,january,2015,45, TS,14.0N,127.2W,980,75,60
EP031966,jute,february,2015,45, TS,14.0N,128.0W,987,60,60
EP031966,jute,march,2015,45, TS,14.0N,128.9W,997,50,50
EP031966,jute,april,2015,45, TS,14.2N,130.4W,997,50,50
EP031966,jute,may,2015,45, TS,14.6N,131.8W,997,50,50
EP031966,jute,june,2015,45, TS,15.1N,133.3W,994,30,30
EP031966,wheat,july,2015,45, TS,15.6N,134.7W,994,30,30
EP031966,wheat,august,2015,45, TS,16.0N,135.7W,994,30,30
EP031966,wheat,september,2015,45, TS,16.4N,136.7W,981,40,30
EP031966,wheat,october,2015,45, TS,16.7N,137.6W,978,40,40
EP031966,wheat,november,2015,45, TS,17.0N,138.5W,971,40,40
EP031966,wheat,december,2015,45, TS,17.3N,139.6W,972,45,45
EP031966,wheat,january,2015,45, TS,17.6N,140.8W,978,45,45
EP031966,wheat,february,2015,45, TS,17.7N,141.7W,994,30,30
EP031966,wheat,march,2015,45, TS,17.8N,142.6W,1000,25,25
EP031966,wheat,april,2015,45, TS,17.8N,143.3W,1003,0,0
EP031966,wheat,may,2015,75, HU,17.8N,144.0W,1005,0,0
EP031966,wheat,june,2015,75, HU,17.8N,144.5W,1007,0,0
EP031966,wheat,july,2015,75, HU,17.7N,145.0W,1008,0,0
EP031966,wheat,august,2015,75, HU,17.6N,145.5W,1008,0,0
EP031966,wheat,september,2015,75, HU,17.6N,146.0W,1008,0,0
EP031966,wheat,october,2015,75, HU,17.6N,146.6W,1007,0,0
EP031966,wheat,november,2015,75, HU,17.5N,147.2W,1006,0,0
EP031966,wheat,december,2015,75, HU,17.4N,147.7W,1006,0,0
EP031966,wheat,january,2015,75, HU,17.3N,148.2W,1005,100,100
EP031966,wheat,february,2015,45, TS,17.3N,149.0W,1003,150,100
EP031966,wheat,march,2015,45, TS,17.3N,149.8W,997,150,100
EP031966,wheat,april,2015,45, TS,17.2N,151.4W,1000,150,100
EP031966,wheat,may,2015,45, TS,17.0N,153.0W,1002,120,30
EP031966,wheat,june,2015,45, TS,16.7N,154.0W,1004,90,0
EP031966,wheat,july,2015,45, TS,16.4N,154.8W,1006,0,0
EP031966,wheat,august,2015,45, TS,16.1N,155.6W,1006,0,0
EP031966,wheat,september,2015,45, TS,15.8N,156.3W,1006,0,0
EP041966,jute,october,2015,45, TS,14.0N,103.1W,1007,0,0
EP041966,maize,november,2015,45, TS,13.9N,104.7W,1008,0,0
EP041966,maize,december,2015,45, TS,13.9N,106.4W,1010,0,0
EP041966,maize,january,2015,45, TS,14.0N,107.2W,1012,0,0
EP041966,maize,february,2015,45, TS,14.1N,108.0W,1014,0,0
EP041966,maize,march,2015,45, TS,14.3N,108.6W,1015,0,0
EP041966,maize,april,2015,45, TS,14.5N,109.2W,1016,0,0
EP041966,maize,may,2015,45, TS,14.8N,110.2W,1016,0,0
EP041966,jute,june,2015,45, TS,15.1N,111.3W,1016,0,0
EP041966,jute,july,2015,75, HU,15.6N,112.3W,1016,0,0
EP041966,jute,august,2015,75, HU,16.3N,113.3W,1008,0,0
EP041966,jute,september,2015,75, HU,17.5N,114.5W,1005,60,30
EP041966,jute,october,2015,75, HU,18.7N,115.8W,1000,75,40
EP041966,jute,november,2015,45, TS,19.7N,117.4W,997,75,50
EP041966,jute,december,2015,45, TS,20.4N,119.2W,997,75,50
EP041966,jute,january,2015,45, TS,20.7N,120.4W,995,75,50
EP041966,jute,february,2015,45, TS,21.0N,121.6W,997,75,50
EP041966,jute,march,2015,45, TS,21.5N,123.0W,999,75,40
EP041966,jute,april,2015,45, TS,22.0N,124.3W,1000,70,40
EP041966,jute,may,2015,45, TS,22.3N,125.2W,1000,60,40
EP041966,jute,june,2015,45, TS,22.6N,126.1W,1002,60,40
EP041966,jute,july,2015,45, TS,22.8N,126.7W,1003,60,40
EP041966,jute,august,2015,45, TS,23.0N,127.3W,1004,50,0
EP041966,jute,september,2015,45, TS,23.4N,128.5W,1006,0,0
EP041966,jute,october,2015,45, TS,23.8N,129.7W,1008,0,0
EP041966,jute,november,2015,45, TS,24.5N,131.4W,1010,0,0
EP041966,jute,december,2015,45, TS,25.0N,133.0W,1006,0,0
EP041966,jute,january,2015,45, TS,25.1N,133.7W,1004,30,30
EP041966,jute,february,2015,45, TS,25.2N,134.4W,1000,45,45
EP041966,jute,march,2015,45, TS,25.3N,134.7W,994,60,60
EP041966,jute,april,2015,45, TS,25.3N,135.0W,994,60,60
EP041966,jute,may,2015,45, TS,25.3N,135.2W,998,75,75
EP041966,jute,june,2015,45, TS,25.4N,135.3W,1000,75,90
EP041966,wheat,july,2015,45, TS,25.7N,135.3W,1000,75,90
EP041966,wheat,august,2015,25, TD,26.0N,135.3W,1000,75,90
EP041966,wheat,september,2015,25, TD,25.9N,136.2W,1000,60,75
EP041966,wheat,october,2015,25, TD,25.9N,137.3W,1000,60,60
EP041966,wheat,november,2015,25, TD,25.9N,138.4W,1002,45,45
EP051966,wheat,december,2015,25, TD,16.2N,111.2W,1005,45,30
EP051966,wheat,january,2015,25, TD,16.7N,112.0W,1007,0,0
EP051966,wheat,february,2015,25, TD,17.1N,112.9W,1007,0,0
EP051966,wheat,march,2015,25, TD,17.5N,113.8W,1007,0,0
EP051966,wheat,april,2015,25, TD,17.9N,114.8W,1008,0,0
EP051966,wheat,may,2015,45, TS,18.2N,115.7W,1009,0,0
EP051966,wheat,june,2015,45, TS,18.5N,116.6W,1009,0,0
EP051966,wheat,july,2015,45, TS,18.8N,117.3W,1009,0,0
EP051966,wheat,august,2015,45, TS,19.0N,118.0W,1007,0,0
EP051966,wheat,september,2015,45, TS,19.3N,119.1W,1004,45,60
EP051966,wheat,october,2015,45, TS,19.5N,120.3W,1000,45,60
EP051966,wheat,november,2015,45, TS,19.7N,121.2W,994,45,60
EP051966,wheat,december,2015,45, TS,19.9N,122.2W,987,50,75
EP051966,wheat,january,2015,75, HU,20.1N,123.1W,980,60,75
EP051966,wheat,february,2015,75, HU,20.3N,124.1W,972,75,90
EP051966,wheat,march,2015,75, HU,20.5N,124.8W,960,90,100
EP051966,wheat,april,2015,75, HU,20.7N,125.4W,948,100,120
EP051966,wheat,may,2015,75, HU,21.0N,126.4W,935,100,120
EP051966,wheat,june,2015,75, HU,21.2N,127.4W,935,100,135
EP051966,wheat,july,2015,45, TS,21.6N,128.2W,940,100,135
EP051966,wheat,august,2015,45, TS,22.1N,129.0W,944,100,120
EP051966,wheat,september,2015,45, TS,23.0N,129.6W,948,100,120
EP051966,jute,october,2015,45, TS,24.0N,129.8W,955,100,120
EP051966,maize,november,2015,45, TS,24.9N,129.6W,960,100,100
EP051966,maize,december,2015,25, TD,25.6N,129.0W,965,90,90
EP061966,maize,january,2015,25, TD,15.7N,107.7W,970,90,75
EP061966,maize,february,2015,25, TD,16.1N,108.7W,973,90,75
EP061966,maize,march,2015,45, TS,16.4N,109.7W,976,100,75
EP061966,maize,april,2015,75, HU,16.7N,110.6W,981,100,75
EP061966,maize,may,2015,75, HU,16.9N,111.6W,982,100,75
EP061966,jute,june,2015,75, HU,17.1N,112.5W,984,100,75
EP061966,jute,july,2015,75, HU,17.3N,113.5W,994,100,65
EP061966,jute,august,2015,75, HU,17.4N,114.5W,1001,100,65
EP061966,jute,september,2015,75, HU,17.4N,115.6W,1002,100,50
EP061966,jute,october,2015,75, HU,17.7N,116.2W,1003,100,40
EP061966,jute,november,2015,75, HU,17.9N,116.9W,1005,100,35
EP061966,jute,december,2015,75, HU,17.9N,118.3W,1007,100,0
EP061966,jute,january,2015,75, HU,17.8N,119.6W,1008,100,0
EP061966,jute,february,2015,75, HU,17.7N,121.2W,1009,90,0
EP061966,jute,march,2015,75, HU,17.5N,122.7W,1010,0,0
EP061966,jute,april,2015,45, TS,17.1N,124.0W,1010,0,0
EP061966,jute,may,2015,45, TS,16.6N,125.2W,1010,0,0
EP061966,jute,june,2015,45, TS,16.4N,126.2W,1010,0,0
EP061966,jute,july,2015,45, TS,16.2N,127.1W,1008,0,0
EP061966,jute,august,2015,45, TS,15.8N,128.0W,1007,0,0
EP061966,wheat,september,2015,45, TS,15.2N,128.8W,1007,0,0
EP061966,wheat,october,2015,45, TS,14.6N,129.0W,1006,0,0
EP061966,wheat,november,2015,45, TS,14.1N,129.2W,1006,0,0
EP061966,wheat,december,2015,45, TS,13.8N,129.6W,1006,0,0
EP061966,wheat,january,2015,45, TS,13.9N,130.1W,1006,0,0
EP061966,wheat,february,2015,45, TS,14.4N,130.7W,1006,0,0
EP061966,wheat,march,2015,45, TS,15.0N,131.2W,1006,0,0
EP061966,wheat,april,2015,45, TS,15.7N,131.6W,1006,0,0
EP061966,wheat,may,2015,45, TS,16.4N,131.8W,1007,0,0
EP061966,wheat,june,2015,45, TS,17.5N,131.9W,1007,0,0
EP061966,wheat,july,2015,45, TS,18.5N,131.6W,1007,0,0
EP061966,wheat,august,2015,45, TS,19.1N,131.1W,1007,0,0
EP061966,wheat,september,2015,45, TS,19.6N,130.5W,1007,0,0
EP061966,wheat,october,2015,45, TS,20.3N,129.7W,1007,0,0
EP061966,wheat,november,2015,45, TS,20.9N,128.8W,1007,0,0
EP061966,wheat,december,2015,45, TS,21.2N,127.9W,1008,0,0
EP061966,jute,january,2015,45, TS,21.4N,126.9W,1009,0,0
EP061966,maize,february,2015,25, TD,21.5N,126.5W,1009,0,0
EP061966,maize,march,2015,25, TD,21.5N,126.2W,1009,0,0
EP061966,maize,april,2015,25, TD,21.5N,126.0W,1009,0,0
EP061966,maize,may,2015,25, TD,21.5N,125.7W,1009,0,0
EP061966,maize,june,2015,25, TD,21.5N,125.4W,1009,0,0
EP061966,maize,july,2015,25, TD,21.5N,125.1W,1012,0,0
EP071966,maize,august,2015,45, TS,17.0N,129.3W,1011,0,0
EP071966,jute,september,2015,45, TS,17.1N,130.1W,1011,0,0
EP071966,jute,october,2015,45, TS,17.1N,130.8W,1011,0,0
EP071966,jute,november,2015,45, TS,17.1N,131.4W,1011,0,0
EP071966,jute,december,2015,45, TS,17.0N,132.0W,1011,0,0
EP071966,jute,january,2015,45, TS,16.8N,132.7W,1010,0,0
EP071966,jute,february,2015,45, TS,16.3N,133.4W,1009,0,0
EP071966,jute,march,2015,45, TS,15.6N,134.3W,1009,0,0
EP071966,jute,april,2015,45, TS,14.9N,135.1W,1009,0,0
EP071966,jute,may,2015,45, TS,14.4N,135.8W,1008,50,20
EP071966,jute,june,2015,45, TS,13.9N,136.5W,1008,70,20
EP071966,jute,july,2015,45, TS,13.3N,138.0W,1008,0,0
EP071966,jute,august,2015,45, TS,12.7N,139.7W,1008,0,0
EP071966,jute,september,2015,45, TS,12.5N,140.7W,1008,0,0
EP071966,jute,october,2015,45, TS,12.8N,141.3W,1009,0,0
EP081966,jute,november,2015,25, TD,14.4N,105.2W,1011,0,0
EP081966,jute,december,2015,45, TS,14.3N,106.3W,1011,0,0
EP081966,jute,january,2015,45, TS,14.4N,107.3W,1010,0,0
EP081966,jute,february,2015,45, TS,14.7N,108.1W,1009,0,0
EP081966,jute,march,2015,45, TS,15.0N,108.8W,1007,0,0
EP081966,jute,april,2015,45, TS,15.4N,109.5W,1003,0,0
EP081966,jute,may,2015,45, TS,15.8N,110.2W,1003,0,0
EP081966,jute,june,2015,45, TS,16.0N,111.0W,1002,0,0
EP081966,jute,july,2015,45, TS,16.2N,111.9W,1001,0,0
EP081966,jute,august,2015,45, TS,16.9N,112.9W,997,-999,-999
EP081966,jute,september,2015,45, TS,17.7N,113.9W,992,35,30
EP081966,wheat,october,2015,45, TS,18.3N,114.6W,992,35,30
EP081966,wheat,november,2015,45, TS,19.0N,115.3W,992,35,30
EP081966,wheat,december,2015,75, HU,19.8N,115.8W,994,15,15
EP081966,wheat,january,2015,75, HU,20.6N,116.1W,995,15,15
EP081966,wheat,february,2015,75, HU,21.5N,116.3W,998,0,0
EP081966,wheat,march,2015,75, HU,22.5N,116.3W,1000,0,0
EP081966,wheat,april,2015,75, HU,23.3N,116.3W,1000,0,0
EP081966,wheat,may,2015,75, HU,24.1N,116.2W,1000,0,0
EP081966,wheat,june,2015,45, TS,24.6N,116.1W,1006,0,0
EP081966,wheat,july,2015,45, TS,25.0N,115.9W,1009,0,0
EP081966,wheat,august,2015,45, TS,25.6N,115.5W,1008,0,0
EP081966,wheat,september,2015,45, TS,26.1N,114.9W,1006,0,0
EP081966,wheat,october,2015,45, TS,26.4N,114.0W,1005,0,0
EP081966,wheat,november,2015,45, TS,26.7N,113.0W,1004,75,75
EP081966,wheat,december,2015,25, ET,26.8N,112.4W,999,75,75
EP081966,wheat,january,2015,25, ET,27.0N,111.7W,994,90,90
EP081966,wheat,february,2015,25, ET,27.2N,111.0W,992,90,90
EP081966,wheat,march,2015,25, ET,27.3N,110.3W,992,90,75
EP081966,wheat,april,2015,25, ET,27.5N,109.4W,987,90,60
EP081966,wheat,may,2015,25, ET,27.8N,108.6W,984,90,60
EP081966,wheat,june,2015,25, ET,27.9N,107.8W,972,100,80
EP081966,wheat,july,2015,25, ET,28.0N,107.0W,965,100,80
EP091966,wheat,august,2015,25, TD,11.2N,95.2W,960,100,80
EP091966,wheat,september,2015,25, TD,11.8N,95.9W,954,100,80
EP091966,wheat,october,2015,25, TD,12.4N,96.6W,958,100,70
EP091966,wheat,november,2015,25, TD,12.8N,97.2W,960,100,70
EP091966,wheat,december,2015,25, TD,13.1N,97.9W,964,100,70
EP091966,jute,january,2015,25, TD,13.4N,98.8W,973,100,70
EP091966,maize,february,2015,25, TD,13.7N,99.7W,980,100,70
EP091966,maize,march,2015,45, TS,14.0N,100.5W,986,100,70
EP091966,maize,april,2015,45, TS,14.4N,101.3W,993,100,50
EP091966,maize,may,2015,45, TS,15.0N,101.9W,997,100,30
EP091966,maize,june,2015,45, TS,15.7N,102.3W,1000,120,30
EP101966,maize,july,2015,25, TD,14.2N,108.8W,1000,120,30
EP101966,maize,august,2015,25, TD,14.1N,109.7W,1000,150,0
EP101966,jute,september,2015,25, TD,14.1N,110.7W,1000,150,0
EP101966,jute,october,2015,25, TD,14.2N,111.7W,1001,150,0
EP101966,jute,november,2015,25, TD,14.5N,112.6W,1003,150,0
EP101966,jute,december,2015,25, TD,14.7N,112.9W,1006,150,0
EP101966,jute,january,2015,25, TD,14.9N,113.2W,1009,150,0
EP101966,jute,february,2015,25, TD,15.0N,114.0W,1012,0,0
EP101966,jute,march,2015,25, TD,15.0N,114.8W,1014,0,0
EP101966,jute,april,2015,25, TD,14.9N,115.5W,1016,0,0
EP101966,jute,may,2015,25, TD,14.7N,116.1W,1015,120,0
EP101966,jute,june,2015,25, TD,14.6N,116.7W,1015,120,0
EP101966,jute,july,2015,45, TS,14.7N,117.2W,1015,120,0
EP101966,jute,august,2015,45, TS,15.0N,117.5W,1017,90,0
EP101966,jute,september,2015,45, TS,15.3N,117.7W,1019,0,0
